reservoir_name,basin,subbasin,agency_name,lat,long,date,year,month,full_reservoir_level,live_capacity_frl,storage,level,rainfall_mm,avg_temperature_c,rainfall_last_3_days,catchment_area_sqkm,runoff_coefficient,estimated_inflow,storage_percentage
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,0.0,0.0,10.47266817,76.97459708,2024-03-11,2025,3,320.04,0.095,0.0003943787796673,306.3054696496117,5.146123573950612,26.778935333723304,332.4430209587642,3026.2892967498715,0.7251588540787994,11.293376490614216,0.41513555754452636
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,0.0,0.0,10.47266817,76.97459708,2024-03-12,2025,3,320.04,0.095,0.0003573651617614,306.9494159828572,242.47746304049858,33.00634500206189,424.64173106346055,3026.2892967498715,0.7251588540787994,532.1266077765634,0.3761738544856842
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,0.0,0.0,10.47266817,76.97459708,2024-03-13,2025,3,320.04,0.095,0.013318756971724,307.58955837274306,208.11066020010543,34.212999429267484,455.7342468145546,3026.2892967498715,0.7251588540787994,456.707267825246,14.019744180762103
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,0.0,0.0,10.47266817,76.97459708,2024-03-14,2025,3,320.04,0.095,0.0,306.1121895404633,53.084777669569036,27.715894604636592,503.67290091017304,3026.2892967498715,0.7251588540787994,116.49669339027555,0.0
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,0.0,0.0,10.47266817,76.97459708,2024-03-15,2025,3,320.04,0.095,0.0,305.8438396481019,45.45624180177516,37.26596623028134,306.65167967144964,3026.2892967498715,0.7251588540787994,99.75556263639182,0.0
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,0.0,0.0,10.47266817,76.97459708,2024-03-16,2025,3,320.04,0.095,0.0,305.8689124705474,45.85112746335845,39.04890633220446,144.39214693470265,3026.2892967498715,0.7251588540787994,100.62215520513222,0.0
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,0.0,0.0,10.47266817,76.97459708,2024-03-17,2025,3,320.04,0.095,0.0,305.7545563340946,76.06056073988444,37.927392118528076,167.36793000501805,3026.2892967498715,0.7251588540787994,166.91797936428438,0.0
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,0.0,0.0,10.47266817,76.97459708,2024-03-18,2025,3,320.04,0.095,0.0092433634249825,305.0455664931165,131.18910790805947,35.3032055669087,253.10079611130237,3026.2892967498715,0.7251588540787994,287.89980764806046,9.729856236823684
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,0.0,0.0,10.47266817,76.97459708,2024-03-19,2025,3,320.04,0.095,0.0,305.7223613394336,107.98625466052894,26.994364235049172,315.2359233084728,3026.2892967498715,0.7251588540787994,236.98020697868327,0.0
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,0.0,0.0,10.47266817,76.97459708,2024-03-20,2025,3,320.04,0.095,0.0,305.01185343075923,72.80728504951048,27.06908875790137,311.9826476180989,3026.2892967498715,0.7251588540787994,159.77853417390185,0.0
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,0.0,0.0,10.47266817,76.97459708,2024-03-21,2025,3,320.04,0.095,0.0251872679622167,304.5125035241204,152.96322368059487,39.340485768028685,333.7567633906343,3026.2892967498715,0.7251588540787994,335.68398609535075,26.512913644438633
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,0.0,0.0,10.47266817,76.97459708,2024-03-22,2025,3,320.04,0.095,0.0,303.46677523806574,34.87346516301046,22.18512092684246,260.6439738931158,3026.2892967498715,0.7251588540787994,76.53123092725326,0.0
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,0.0,0.0,10.47266817,76.97459708,2024-03-23,2025,3,320.04,0.095,0.0013156542749658,303.29553209178624,73.03616213380454,34.8888995183586,260.8728509774098,3026.2892967498715,0.7251588540787994,160.2808141999958,1.3848992368061053
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,0.0,0.0,10.47266817,76.97459708,2024-03-24,2025,3,320.04,0.095,0.0,303.9555746251409,91.59046082342293,34.71243092599472,199.50008812023793,3026.2892967498715,0.7251588540787994,200.9989737253235,0.0
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,0.0,0.0,10.47266817,76.97459708,2024-03-25,2025,3,320.04,0.095,0.0,302.62555218692256,114.01749605425898,33.208411737096355,278.64411901148645,3026.2892967498715,0.7251588540787994,250.2160103530824,0.0
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,0.0,0.0,10.47266817,76.97459708,2024-03-26,2025,3,320.04,0.095,0.0020103519298833,304.074948704822,196.2939903482534,39.82195922956359,401.9019472259353,3026.2892967498715,0.7251588540787994,430.775107513789,2.1161599261929473
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,0.0,0.0,10.47266817,76.97459708,2024-03-27,2025,3,320.04,0.095,0.0,303.3976430778138,49.91844553958993,27.613829843747055,360.2299319421023,3026.2892967498715,0.7251588540787994,109.54804936252806,0.0
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,0.0,0.0,10.47266817,76.97459708,2024-03-28,2025,3,320.04,0.095,0.0062491231271256,305.0215064847974,128.5586096034029,28.119493548278466,374.77104549124624,3026.2892967498715,0.7251588540787994,282.12707263975534,6.578024344342737
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,0.0,0.0,10.47266817,76.97459708,2024-03-29,2025,3,320.04,0.095,0.0,304.5074581253081,148.1036422155106,23.420909253038,326.58069735850347,3026.2892967498715,0.7251588540787994,325.0194378614505,0.0
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,0.0,0.0,10.47266817,76.97459708,2024-03-30,2025,3,320.04,0.095,0.0,303.24762546537625,11.61260317999943,29.970366457787275,288.27485499891293,3026.2892967498715,0.7251588540787994,25.48432773975514,0.0
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,0.0,0.0,10.47266817,76.97459708,2024-03-31,2025,3,320.04,0.095,0.0,303.2690214987344,151.8862129753596,26.698873472227266,311.6024583708696,3026.2892967498715,0.7251588540787994,333.3204425068888,0.0
Almatti Reservoir,Krishna Basin,0.0,0.0,16.34679294,75.73004306,2024-03-01,2025,3,519.6,3.105,0.9272529910582312,518.8095907570009,42.631030921822884,28.180960639197597,42.631030921822884,628.2664066747452,0.4064250430191787,10.885543912867691,29.863220323936595
Almatti Reservoir,Krishna Basin,0.0,0.0,16.34679294,75.73004306,2024-03-02,2025,3,519.6,3.105,0.8933039238793545,519.143186304959,16.262898246319878,37.0222922246013,58.89392916814276,628.2664066747452,0.4064250430191787,4.152620501611934,28.769852620913188
Almatti Reservoir,Krishna Basin,0.0,0.0,16.34679294,75.73004306,2024-03-03,2025,3,519.6,3.105,0.8725071801995887,517.452385471282,237.22138431333332,38.83872124349492,296.11531348147605,628.2664066747452,0.4064250430191787,60.572867701685766,28.100070215767754
Almatti Reservoir,Krishna Basin,0.0,0.0,16.34679294,75.73004306,2024-03-04,2025,3,519.6,3.105,0.8985280635919468,517.3580122673227,241.40800826863983,25.34319529609334,494.892290828293,628.2664066747452,0.4064250430191787,61.64189366532541,28.93810188701922
Almatti Reservoir,Krishna Basin,0.0,0.0,16.34679294,75.73004306,2024-03-05,2025,3,519.6,3.105,0.8617355999531535,517.9199825972228,202.09933702911528,28.705160767962386,680.7287296110884,628.2664066747452,0.4064250430191787,51.60469170980612,27.75315941878111
Almatti Reservoir,Krishna Basin,0.0,0.0,16.34679294,75.73004306,2024-03-06,2025,3,519.6,3.105,0.879523682588751,518.492068791587,76.15344229334268,38.7153501180771,519.6607875910978,628.2664066747452,0.4064250430191787,19.445263749788083,28.326044527818066
Almatti Reservoir,Krishna Basin,0.0,0.0,16.34679294,75.73004306,2024-03-07,2025,3,519.6,3.105,0.8264477789446106,518.3582367952539,24.418028501595966,23.112552292406008,302.6708078240539,628.2664066747452,0.4064250430191787,6.234977568504274,26.616675650390036
Almatti Reservoir,Krishna Basin,0.0,0.0,16.34679294,75.73004306,2024-03-08,2025,3,519.6,3.105,0.8130971630454666,518.5234857274919,171.05825662803923,23.662489506004814,271.6297274229779,628.2664066747452,0.4064250430191787,43.67856286651326,26.18670412384756
Almatti Reservoir,Krishna Basin,0.0,0.0,16.34679294,75.73004306,2024-03-09,2025,3,519.6,3.105,0.8120115376662966,517.2574512358174,110.03812343490033,24.930237805712128,305.51440856453553,628.2664066747452,0.4064250430191787,28.097486709545997,26.151740343520018
Almatti Reservoir,Krishna Basin,0.0,0.0,16.34679294,75.73004306,2024-03-10,2025,3,519.6,3.105,0.7941620594922203,516.5578280685156,30.509558711194707,32.71383101428374,311.60593877413424,628.2664066747452,0.4064250430191787,7.790408393406123,25.57687792245476
Almatti Reservoir,Krishna Basin,0.0,0.0,16.34679294,75.73004306,2024-03-11,2025,3,519.6,3.105,0.7544834227495033,517.9833070976509,123.79422752781754,24.708500878107955,264.3419096739126,628.2664066747452,0.4064250430191787,31.610014366876843,24.298983019307673
Almatti Reservoir,Krishna Basin,0.0,0.0,16.34679294,75.73004306,2024-03-12,2025,3,519.6,3.105,0.7315285947887102,517.0392018635174,8.597130278804599,39.4253748661132,162.90091651781682,628.2664066747452,0.4064250430191787,2.1952187679014328,23.559697094644452
Almatti Reservoir,Krishna Basin,0.0,0.0,16.34679294,75.73004306,2024-03-13,2025,3,519.6,3.105,0.7244796521345541,516.4238560678057,227.33010051969552,30.040861490653366,359.72145832631765,628.2664066747452,0.4064250430191787,58.04719563225516,23.33267800755408
Almatti Reservoir,Krishna Basin,0.0,0.0,16.34679294,75.73004306,2024-03-14,2025,3,519.6,3.105,0.7015504455419115,517.4854318729796,64.69499540000423,31.027323286302995,300.62222619850434,628.2664066747452,0.4064250430191787,16.519427237426196,22.59421724772662
Almatti Reservoir,Krishna Basin,0.0,0.0,16.34679294,75.73004306,2024-03-15,2025,3,519.6,3.105,0.7106360647437486,517.7892878441094,165.6305710884955,26.439855084497317,457.6556670081953,628.2664066747452,0.4064250430191787,42.29264026486922,22.886829782407364
Almatti Reservoir,Krishna Basin,0.0,0.0,16.34679294,75.73004306,2024-03-16,2025,3,519.6,3.105,0.7107056663439749,517.3114714339395,77.92776902235273,30.477284543825203,308.2533355108525,628.2664066747452,0.4064250430191787,19.89832601703264,22.88907137983816
Almatti Reservoir,Krishna Basin,0.0,0.0,16.34679294,75.73004306,2024-03-17,2025,3,519.6,3.105,0.7299033952997386,517.1132758069089,130.0170052944527,33.91444538746621,373.57534540530094,628.2664066747452,0.4064250430191787,33.19895836316309,23.507355726239567
Almatti Reservoir,Krishna Basin,0.0,0.0,16.34679294,75.73004306,2024-03-18,2025,3,519.6,3.105,0.7144009610074955,517.242318883927,136.67756983581992,35.52118846517277,344.6223441526254,628.2664066747452,0.4064250430191787,34.89968823602261,23.008082480112577
Almatti Reservoir,Krishna Basin,0.0,0.0,16.34679294,75.73004306,2024-03-19,2025,3,519.6,3.105,0.6806756142681486,517.1367086187996,46.21361388138176,35.569625488778435,312.90818901165443,628.2664066747452,0.4064250430191787,11.80033211490027,21.921919944223788
Almatti Reservoir,Krishna Basin,0.0,0.0,16.34679294,75.73004306,2024-03-20,2025,3,519.6,3.105,0.7140882374510218,516.64797644403,242.39615694113965,32.40204002849359,425.2873406583414,628.2664066747452,0.4064250430191787,61.89421071078143,22.99801086798782
Almatti Reservoir,Krishna Basin,0.0,0.0,16.34679294,75.73004306,2024-03-21,2025,3,519.6,3.105,0.7027352448820231,516.9646596615048,193.78320584027864,38.278475949889426,482.3929766628001,628.2664066747452,0.4064250430191787,49.48122414911643,22.632375036458072
Almatti Reservoir,Krishna Basin,0.0,0.0,16.34679294,75.73004306,2024-03-22,2025,3,519.6,3.105,0.6786832033513832,517.471539952507,234.87473539104727,36.713341251509966,671.0540981724656,628.2664066747452,0.4064250430191787,59.97366685340058,21.857752120817494
Almatti Reservoir,Krishna Basin,0.0,0.0,16.34679294,75.73004306,2024-03-23,2025,3,519.6,3.105,0.6952322826469713,517.3515392706884,223.70683760691222,35.62686606457525,652.3647788382382,628.2664066747452,0.4064250430191787,57.12202008073506,22.3907337406432
Almatti Reservoir,Krishna Basin,0.0,0.0,16.34679294,75.73004306,2024-03-24,2025,3,519.6,3.105,0.6978651987748364,517.2545299029833,149.47499470277128,23.000899390248293,608.0565677007309,628.2664066747452,0.4064250430191787,38.16742367071773,22.475529751202462
Almatti Reservoir,Krishna Basin,0.0,0.0,16.34679294,75.73004306,2024-03-25,2025,3,519.6,3.105,0.6932087978662246,516.6527257590733,230.4685587557792,22.123803319953687,603.6503910654628,628.2664066747452,0.4064250430191787,58.84857960559233,22.325565148670677
Almatti Reservoir,Krishna Basin,0.0,0.0,16.34679294,75.73004306,2024-03-26,2025,3,519.6,3.105,0.6556850257503685,517.0090484189323,22.123125512979875,25.82405098951851,402.06667897153045,628.2664066747452,0.4064250430191787,5.6489896925797485,21.117070072475634
Almatti Reservoir,Krishna Basin,0.0,0.0,16.34679294,75.73004306,2024-03-27,2025,3,519.6,3.105,0.6549898408430799,515.9607674767786,48.9957156047863,33.94342469044214,301.58739987354545,628.2664066747452,0.4064250430191787,12.51072287546436,21.094680864511428
Almatti Reservoir,Krishna Basin,0.0,0.0,16.34679294,75.73004306,2024-03-28,2025,3,519.6,3.105,0.656063172952897,517.0880383319427,11.306822227634516,29.401554799885822,82.42566334540075,628.2664066747452,0.4064250430191787,2.887120184815862,21.129248726341288
Almatti Reservoir,Krishna Basin,0.0,0.0,16.34679294,75.73004306,2024-03-29,2025,3,519.6,3.105,0.6582174332632058,517.6627288539069,81.33258269081608,29.243312667387613,141.63512052323696,628.2664066747452,0.4064250430191787,20.76772203917334,21.19862909060244
Almatti Reservoir,Krishna Basin,0.0,0.0,16.34679294,75.73004306,2024-03-30,2025,3,519.6,3.105,0.6257489333594737,516.1607339339789,97.1693224223705,37.92256398813305,189.80872734082118,628.2664066747452,0.4064250430191787,24.81152586133811,20.15294471367065
Almatti Reservoir,Krishna Basin,0.0,0.0,16.34679294,75.73004306,2024-03-31,2025,3,519.6,3.105,0.6222877985126991,516.5543361633412,67.83725794347397,38.12013126637309,246.33916305666062,628.2664066747452,0.4064250430191787,17.32178261479028,20.041474992357458
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-01,2025,3,462.08,2.676,0.6075487612854402,517.0118533893551,207.18437728798233,38.36515475296454,207.18437728798233,2268.7187016668404,0.6343766272249068,298.18433831463113,22.703615892579975
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-02,2025,3,462.08,2.676,0.6061100123662231,517.4737213172137,89.18833167339731,27.64980537727049,296.37270896137966,2268.7187016668404,0.6343766272249068,128.36181961949717,22.649850985284868
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-03,2025,3,462.08,2.676,0.6382676686901243,516.6231876918499,70.23362742184518,34.43900462930671,366.60633638322486,2268.7187016668404,0.6343766272249068,101.08179001889448,23.851557125938875
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-04,2025,3,462.08,2.676,0.6469719511401512,516.5011748353671,135.67402078956212,26.889397262938655,295.0959798848046,2268.7187016668404,0.6343766272249068,195.26505156992704,24.176829265327022
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-05,2025,3,462.08,2.676,0.6241071950330237,515.862838428792,35.23105624369066,25.430976995340096,241.13870445509795,2268.7187016668404,0.6343766272249068,50.70531538943314,23.32239144368549
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-06,2025,3,462.08,2.676,1.1370454875151608,455.91319906465407,200.54924518850993,25.323384232252646,371.4543222217627,2268.7187016668404,0.6343766272249068,288.6349094406515,42.49048907007327
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-07,2025,3,462.08,2.676,1.1267694056663604,456.8825180200719,18.637660919942707,28.157937175544692,254.4179623521433,2268.7187016668404,0.6343766272249068,26.823733825358914,42.106480032375195
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-08,2025,3,462.08,2.676,1.110652323263978,456.0001592309824,246.72173415012932,29.73923715603679,465.90864025858195,2268.7187016668404,0.6343766272249068,355.08737680127183,41.504197431389315
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-09,2025,3,462.08,2.676,1.1267655568068822,455.85034051040816,193.06119232416435,36.95708507899123,458.42058739423635,2268.7187016668404,0.6343766272249068,277.85793813689196,42.106336203545666
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-10,2025,3,462.08,2.676,1.1456023191171143,456.0225211553835,49.6789203835431,24.158039682508818,489.46184685783675,2268.7187016668404,0.6343766272249068,71.49900101860283,42.81025108808349
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-11,2025,3,462.08,2.676,1.1204064634619877,455.8559339980257,1.3805292809005998,35.2286652531081,244.12064198860804,2268.7187016668404,0.6343766272249068,1.9868882757367858,41.86870192309371
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-12,2025,3,462.08,2.676,1.1460282701373885,455.45497281387,203.86535711370854,31.5661884554075,254.92480677815223,2268.7187016668404,0.6343766272249068,293.4075310694443,42.82616854026115
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-13,2025,3,462.08,2.676,1.079040685054706,456.2731199578389,176.71433596190428,27.183016168167864,381.96022235651344,2268.7187016668404,0.6343766272249068,254.33118089916098,40.322895555108595
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-14,2025,3,462.08,2.676,1.1269977793318544,455.9127507615559,182.25179201024682,30.870752521590845,562.8314850858596,2268.7187016668404,0.6343766272249068,262.30081012186173,42.11501417533088
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-15,2025,3,462.08,2.676,1.1152335303874437,455.8086766259668,192.81758667148642,27.398957255986407,551.7837146436375,2268.7187016668404,0.6343766272249068,277.5073354934673,41.67539351223631
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-16,2025,3,462.08,2.676,1.1090532123760557,455.31218698636087,18.51116293352259,32.729475194289506,393.58054161525587,2268.7187016668404,0.6343766272249068,26.641675125409805,41.444439924366804
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-17,2025,3,462.08,2.676,1.1153089918117376,456.45162396596737,89.61643213606816,29.809190611394396,300.94518174107714,2268.7187016668404,0.6343766272249068,128.97795127413568,41.67821344587958
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-18,2025,3,462.08,2.676,1.082021149167989,456.13222137266655,28.96726488128243,24.959299523419816,137.09485995087317,2268.7187016668404,0.6343766272249068,41.690328317582434,40.43427313781722
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-19,2025,3,462.08,2.676,1.110323288212177,455.52340958131634,215.77585646889838,24.09849534200254,334.35955348624896,2268.7187016668404,0.6343766272249068,310.5493851788764,41.49190165217402
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-20,2025,3,462.08,2.676,1.1195569900171487,456.30078242684095,155.82453170688947,31.84052227729834,400.5676530570703,2268.7187016668404,0.6343766272249068,224.26611257286746,41.83695777343605
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-21,2025,3,462.08,2.676,1.1140395017207696,455.36221458080746,82.7245062131623,38.243434599149865,454.32489438895016,2268.7187016668404,0.6343766272249068,119.05893904968289,41.63077360690469
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-22,2025,3,462.08,2.676,1.0820830485610935,455.2199982537445,15.889587571505908,28.19123835803834,254.43862549155767,2268.7187016668404,0.6343766272249068,22.86864588016745,40.43658626909916
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-23,2025,3,462.08,2.676,1.0774368828280052,455.2311484412599,77.74558042891555,35.19400193000722,176.35967421358376,2268.7187016668404,0.6343766272249068,111.89315893668886,40.26296273647254
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-24,2025,3,462.08,2.676,1.0823474068121892,454.725465723456,81.29583050668676,33.8559043889158,174.9309985071082,2268.7187016668404,0.6343766272249068,117.00275737335188,40.446465127510805
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-25,2025,3,462.08,2.676,1.105034608059373,455.8467711902092,182.40154458451602,38.76798845757066,341.44295552011835,2268.7187016668404,0.6343766272249068,262.51633733899024,41.29426786470003
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-26,2025,3,462.08,2.676,1.0956429533709626,454.69542756083086,159.38936783880328,36.777658311384535,423.08674293000604,2268.7187016668404,0.6343766272249068,229.39670358126813,40.94330916931848
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-27,2025,3,462.08,2.676,1.0818991061922076,454.9967780843672,221.80318564408162,32.198894660298336,563.594098067401,2268.7187016668404,0.6343766272249068,319.224050640782,40.42971248849804
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-28,2025,3,462.08,2.676,1.0628968622034636,454.2075859954608,118.05373129048732,33.82654896821393,499.2462847733722,2268.7187016668404,0.6343766272249068,169.90554119578925,39.71961368473331
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-29,2025,3,462.08,2.676,1.0562341076534008,455.2023451536045,29.898561484575424,38.17095639851263,369.7554784191444,2268.7187016668404,0.6343766272249068,43.03067098753958,39.47063182561288
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-30,2025,3,462.08,2.676,1.070186969462304,455.1702197698641,178.31119680574875,29.191338122564826,326.2634895808115,2268.7187016668404,0.6343766272249068,256.62941834512657,39.992039217574884
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-31,2025,3,462.08,2.676,1.0434408814435896,455.0820318934069,190.19626215422437,27.882304705439992,398.4060204445485,2268.7187016668404,0.6343766272249068,273.734667269544,38.99255909729408
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-01,2025,3,341.64,5.166,1.049434479762034,454.7240911526647,140.31929939237406,22.194599505433533,140.31929939237406,1038.9762322167583,0.5714390661804025,83.30919686467561,20.31425628652795
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-02,2025,3,341.64,5.166,1.048402768180326,454.6592631232817,192.74179498864024,36.87791933544636,333.0610943810143,1038.9762322167583,0.5714390661804025,114.43304101639663,20.29428509834158
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-03,2025,3,341.64,5.166,1.0312506922245837,455.4775649317733,123.44889909109769,36.417652607260564,456.509993472112,1038.9762322167583,0.5714390661804025,73.29304437552416,19.96226659358466
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-04,2025,3,341.64,5.166,1.059420568669109,454.9701040341458,130.68320734549852,23.880181325802724,446.8739014252364,1038.9762322167583,0.5714390661804025,77.58813716144482,20.507560369127155
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-05,2025,3,341.64,5.166,1.058859215474433,455.4035591607681,106.88525458963741,32.3834328603886,361.01736102623363,1038.9762322167583,0.5714390661804025,63.45901636552079,20.49669406648147
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-06,2025,3,341.64,5.166,1.0547618609674096,454.8027556569379,6.354781686023797,30.35167056700397,243.92324362115968,1038.9762322167583,0.5714390661804025,3.772907652799781,20.417380196813966
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-07,2025,3,341.64,5.166,3.345108511096375,340.6827313713856,26.972856748326112,24.136763719164005,140.2128930239873,1038.9762322167583,0.5714390661804025,16.014098150287065,64.75239084584543
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-08,2025,3,341.64,5.166,3.3262054294304666,341.2438390186581,7.857296421683563,39.650228087093026,41.18493485603347,1038.9762322167583,0.5714390661804025,4.664968092434203,64.38647753446509
